message_id,message_text,timestamp,forwarded_from,sender_role,category
1baa59f6-0a2c-49a9-834e-d5b9f7b5c361,Notification: agricultural support. For reference only.,2026-01-22T17:44:32.308267Z,+919769841123,Tahsildar,fyi
d642a121-fe21-4b52-8b41-572cfb7a928f,Circular: revenue collection. Effective from 05-02-2026.,2026-01-25T22:47:32.308555Z,+919969890515,Assistant Commissioner,fyi
e8144a30-3217-42a7-b624-82514e7945eb,verification పూర్తయింది. రిపోర్ట్ attached.,2026-01-22T19:20:32.303220Z,+919736510614,Department Secretary,status_update
d61d437e-674a-4242-bf6e-5bca7439853c,Ensure field survey is completed before 30-01-2026. No extensions.,2026-01-28T23:35:32.300497Z,+919685306078,Superintendent,instruction
d5faa9f6-2880-4149-adb9-314b178f57a7,Critical: తుఫాన్ situation in Ramachandrapuram. Relief measures needed urgently.,2026-01-23T17:37:32.280245Z,+919898751899,Joint Collector,disaster_alert
ca573a05-9e4c-4294-81d9-d06bf15a2bbc,Video conference scheduled for 17-02-2026 at 4:00 PM. Join link will be shared.,2026-01-24T03:52:32.289001Z,+919451311444,Department Secretary,meeting
4d7aff3e-a829-4dc3-8aa4-be2f0740ebaf,Work on revenue collection is on track. No major issues reported.,2026-01-28T09:16:32.303783Z,+919613603430,Chief Engineer,status_update
c762fa74-380b-47ac-ae2a-e568a0bb7286,Emergency: Cyclone warning for Ramachandrapuram district. Evacuate affected areas immediately.,2026-01-25T20:32:32.279478Z,+919941051656,Assistant Commissioner,disaster_alert
2d20b4c0-1f13-4cbd-ac7e-ce36ce9ce59e,Delay in fund allocation due to weather conditions. New deadline: 30-01-2026.,2026-01-26T09:45:32.303464Z,+919011597082,Project Director,status_update
25d6a25d-cb18-4bf7-97d0-efb3a8a2c8d5,beneficiary identification complete చేసి 30-01-2026 లోపు submit చేయండి.,2026-01-25T01:22:32.294261Z,+919190022962,District Collector,instruction
9e3de5ff-402c-43e4-ac84-40808768d87e,Please note: welfare schemes. No action required.,2026-01-27T19:03:32.306916Z,+919748092308,Chief Engineer,fyi
04efcb79-0b1c-4b88-b9eb-eafb4e3d96a5,Please review and approve compliance certificate at the earliest.,2026-01-26T18:00:32.298935Z,+919141714697,District Collector,instruction
ea0ccea8-5d1a-48bc-8536-7b620d8180d1,Please attend the Video conference on 27-02-2026 at 4:15 PM in Secretariat.,2026-01-28T19:08:32.289311Z,+919323125092,Assistant Commissioner,meeting
c547ef5d-3e47-4b06-8239-acd8251da9c1,Circular: health programs. Effective from 10-02-2026.,2026-01-23T06:02:32.306088Z,+919109453714,Project Director,fyi
c0a4c9e2-3b07-4b73-bdee-24b4574dde65,report preparation complete చేసి 10-02-2026 లోపు submit చేయండి.,2026-01-21T17:16:32.299444Z,+919414407993,Superintendent,instruction
827edd56-7f91-4604-9cd1-b1c6d488246d,Video conference scheduled for 22-02-2026 at 4:30 PM. Join link will be shared.,2026-01-22T14:52:32.291898Z,+919406558738,Assistant Commissioner,meeting
364589c1-1f0a-47d9-832c-fe08d3972e73,Ensure inspection is completed before 07-02-2026. No extensions.,2026-01-27T01:14:32.298166Z,+919519880985,Assistant Commissioner,instruction
8028d63b-1145-4720-ba70-16e178969775,Request to verify attendance records and provide status update by 13-02-2026.,2026-01-22T04:04:32.297647Z,+919785042146,Superintendent,instruction
8ae89838-d641-46c4-94f9-c4d686f0afa3,Action required: inspection. Deadline: 13-02-2026.,2026-01-25T08:03:32.294108Z,+919960960231,District Collector,instruction
85ca322b-9a11-4ae4-a194-db03ab9ed272,Kindly prepare utilization certificate and send to Home Department by 04-02-2026.,2026-01-27T01:27:32.297692Z,+919581212370,Inspector,instruction
c3824bfa-13ae-4efd-bb16-3e556c65598a,Progress report for urban planning: 69% done. On track.,2026-01-23T05:29:32.301708Z,+919777671513,Deputy Director,status_update
2b0b8590-27fd-4456-ad44-2d57921eb32d,Please attend the Planning session on 27-02-2026 at 2:45 PM in Secretariat.,2026-01-25T03:55:32.291240Z,+919787835289,Department Secretary,meeting
d102821e-6108-4d38-9cf6-680ffe12cdb3,FYI: New circular regarding infrastructure development has been uploaded to portal.,2026-01-25T05:29:32.306243Z,+919840372505,Tahsildar,fyi
45bd3f62-3b37-4780-abf0-275b64859392,Status update: fund allocation is pending approval. 97% completed.,2026-01-22T10:36:32.302331Z,+919901193798,District Collector,status_update
e0de8e70-6bd8-4d3a-8e9d-49fb9fbc615c,Implement new scheme in Tadepalligudem mandal. Report progress weekly.,2026-01-27T01:05:32.301216Z,+919338221996,District Collector,instruction
2f2e105a-4284-455a-a790-28939505374d,Coordination meeting postponed to 09-02-2026 at 2:15 PM. Venue: District Office.,2026-01-24T22:00:32.291818Z,+919850444663,Superintendent,meeting
c1ae26cc-e35c-4dc2-acd5-2ad3eb89dace,Video conference postponed to 27-02-2026 at 3:00 PM. Venue: Mandal Office.,2026-01-22T05:46:32.287620Z,+919768577065,Assistant Commissioner,meeting
36feeeea-900f-4db3-bbc9-1860abe9139b,Meeting scheduled for 09-02-2026 at 5:45 PM to discuss revenue collection.,2026-01-27T07:02:32.293335Z,+919532959532,Tahsildar,meeting
7b39b591-c3e8-4c2d-b9a5-187eff51cf55,Please review and approve action taken report at the earliest.,2026-01-24T02:19:32.294568Z,+919553189173,Mandal Officer,instruction
8323cf2c-03b4-4c51-b909-2abdfe959cda,Request to reschedule meeting from 08-02-2026 to alternate date.,2026-01-25T22:17:32.284489Z,+919991136441,Tahsildar,meeting
c8f52e07-16a1-441a-b74e-a0db20726cd3,field survey completed successfully. 149 beneficiaries covered.,2026-01-26T13:02:32.305232Z,+919490872625,Inspector,status_update
b1de933b-f8d3-44d8-a977-49f59717c91f,Attached: expenditure statement for your information.,2026-01-25T06:03:32.307123Z,+919290489057,Tahsildar,fyi
23ccddb5-fcaa-4b72-8875-6f3b86e9e096,Please submit expenditure statement by 30-01-2026. This is urgent.,2026-01-29T00:47:32.294835Z,+919561288029,Project Director,instruction
171065ca-626f-4ed4-ac88-1c8fc23701ba,URGENT: తుఫాన్ alert in Nandyal. Immediate action required.,2026-01-22T03:41:32.278658Z,+919385029915,Inspector,disaster_alert
e997c612-1d6a-4d28-95f1-4626a355b65f,Request to reschedule meeting from 07-02-2026 to alternate date.,2026-01-22T18:42:32.285045Z,+919093255576,Superintendent,meeting
6672fe32-1560-4d66-b74c-d1fc2840f993,14-02-2026న 11:15 AMకి మీటింగ్. దయచేసి హాజరు అవ్వండి.,2026-01-26T01:52:32.290490Z,+919237715314,Revenue Officer,meeting
443a03c3-c18a-49b4-b70e-e3d9fd078712,Video conference scheduled for 08-02-2026 at 4:15 PM. Join link will be shared.,2026-01-25T16:58:32.288589Z,+919339551774,Department Secretary,meeting
31d804a3-665b-4115-9d23-8fece556c9f4,Please attend the Emergency meeting on 06-02-2026 at 5:00 PM in Mandal Office.,2026-01-26T11:20:32.291995Z,+919323508754,Superintendent,meeting
7246a394-6b13-4a73-80b8-d36be01f7389,Attached: compliance certificate for your information.,2026-01-26T20:14:32.308440Z,+919567494962,Mandal Officer,fyi
abee2ceb-830c-4c69-8d30-459778fb1ce7,Action required: beneficiary identification. Deadline: 09-02-2026.,2026-01-25T14:52:32.297520Z,+919933939058,Deputy Director,instruction
6136db83-5507-40f7-9971-3f88a655e2eb,Information: urban planning. Please share with your team.,2026-01-27T06:46:32.306165Z,+919980675514,Joint Collector,fyi
821b0e7e-72e0-402d-86f7-efdcf9b8070f,Notification: disaster preparedness. For reference only.,2026-01-29T09:56:32.307966Z,+919988826650,District Collector,fyi
523d534f-02b8-43ad-ae6b-3fb24acf7787,Video conference scheduled for 14-02-2026 at 4:30 PM. Join link will be shared.,2026-01-23T10:55:32.283891Z,+919398473051,Inspector,meeting
e69dfa36-d31d-4699-ba70-cf03d22a0033,Review meeting postponed to 10-02-2026 at 3:00 PM. Venue: Conference Hall.,2026-01-28T14:36:32.293668Z,+919815151704,Joint Collector,meeting
74420793-3141-4ecd-b8a8-8578117d2819,Ensure fund allocation is completed before 06-02-2026. No extensions.,2026-01-26T05:46:32.300103Z,+919676498751,Inspector,instruction
cd64c2ea-ec66-4660-8e2d-065f2575e00e,04-02-2026న 1:00 PMకి మీటింగ్. దయచేసి హాజరు అవ్వండి.,2026-01-24T19:32:32.285122Z,+919771201360,Revenue Officer,meeting
54ffcb4b-b593-4b15-aa50-80671c35aa95,infrastructure development progress report: pending approval. Expected completion: 22-02-2026.,2026-01-28T10:46:32.302988Z,+919190736468,District Collector,status_update
02847f81-b37d-4898-b039-08915b46f97d,Request to verify compliance certificate and provide status update by 08-02-2026.,2026-01-26T04:10:32.297561Z,+919160083752,Project Director,instruction
67386fa3-c117-47d5-bd82-70f0fc01e708,Circular: urban planning. Effective from 26-02-2026.,2026-01-25T10:14:32.306955Z,+919834804498,Mandal Officer,fyi
d8c96f64-b5e8-4ee5-9ee8-fdd045e3e8dc,Progress report for project implementation: 45% done. On track.,2026-01-23T08:43:32.301833Z,+919151157396,Project Director,status_update
041eadaa-eed9-4885-a9fd-b802566f95c1,For your information: road construction.,2026-01-26T04:48:32.306205Z,+919277900022,Joint Collector,fyi
2aa792b3-d45b-4a57-9ae2-8f756bb38562,Meeting scheduled for 11-02-2026 at 3:15 PM to discuss welfare schemes.,2026-01-23T12:42:32.292593Z,+919924550520,Joint Collector,meeting
0e34c337-e16e-41a3-9d6f-1424df9e207c,Please review and approve compliance certificate at the earliest.,2026-01-23T07:03:32.297219Z,+919323805702,Assistant Commissioner,instruction
72c17e12-58c6-48f2-bc3d-042fd0caf085,Action required: fund allocation. Deadline: 06-02-2026.,2026-01-22T06:15:32.297779Z,+919427566939,Superintendent,instruction
f32d21e8-bf37-4170-a2f4-cd753d134499,For your information: health programs.,2026-01-29T10:42:32.306413Z,+919500543327,Department Secretary,fyi
43d34968-bf59-40b7-99be-11989794e20d,Request to reschedule meeting from 03-02-2026 to alternate date.,2026-01-21T17:46:32.289158Z,+919310947607,Superintendent,meeting
e6892022-6b20-46a6-b5d4-46276b2f9b0b,Ensure fund allocation is completed before 06-02-2026. No extensions.,2026-01-26T23:35:32.299058Z,+919922680164,Inspector,instruction
f540fb71-2a34-4954-91d8-bcaef4934718,Request to reschedule meeting from 03-02-2026 to alternate date.,2026-01-23T20:36:32.288509Z,+919287342950,Inspector,meeting
d73cc524-3218-40f4-98bf-626782274cb3,Please review and approve compliance certificate at the earliest.,2026-01-22T15:57:32.300271Z,+919690351372,Tahsildar,instruction
1b024411-8b7e-49dd-8208-2ae6b343e9c4,road construction progress report: completed. Expected completion: 04-02-2026.,2026-01-29T04:39:32.304645Z,+919820330287,Assistant Commissioner,status_update
078949c6-e6e6-474a-809d-47fd192a6ea0,Reminder: Department meeting tomorrow at 9:30 AM. Agenda: infrastructure development.,2026-01-22T02:14:32.290914Z,+919740688751,Revenue Officer,meeting
bb8a3149-83d0-4c29-b9dc-bb803ac7516a,21-02-2026న 2:30 PMకి మీటింగ్. దయచేసి హాజరు అవ్వండి.,2026-01-23T22:36:32.284077Z,+919729558723,Inspector,meeting
e498b775-49bd-44af-b3d7-89701569cc93,Meeting scheduled for 24-02-2026 at 1:00 PM to discuss project implementation.,2026-01-29T10:51:32.287936Z,+919535531870,Chief Engineer,meeting
a68e5a48-34b8-441f-8d3d-4fcfea6fc6c7,Please attend the Review meeting on 17-02-2026 at 2:00 PM in Secretariat.,2026-01-23T22:50:32.290742Z,+919967903794,Mandal Officer,meeting
4f3072da-7429-49dc-8733-00da9c007be7,Drought damage reported in Kurnool. 40 casualties. Send rescue teams.,2026-01-28T22:27:32.279258Z,+919524125179,Deputy Director,disaster_alert
5aa9f318-1b61-4185-a227-2fdce4a50725,Flash flood warning for Rayadurg mandal. Alert all villages immediately.,2026-01-25T22:42:32.278313Z,+919621946426,Revenue Officer,disaster_alert
dabc7696-e78b-4a45-a9e6-35a8749903cc,FYI - disaster preparedness guidelines updated. Check portal for details.,2026-01-22T03:06:32.306049Z,+919528892375,District Collector,fyi
63ddcb81-feee-49b1-97dc-9e07e0b4baec,Status update: verification is under review. 75% completed.,2026-01-28T19:52:32.305354Z,+919467696748,Project Director,status_update
a42a8d99-6cfa-4ebe-97e7-bfa1f1789545,FYI: New circular regarding welfare schemes has been uploaded to portal.,2026-01-26T00:40:32.307740Z,+919621386712,Deputy Director,fyi
b78e80a2-0a8b-4228-b3a6-0838153578a6,Action required: field survey. Deadline: 09-02-2026.,2026-01-25T05:07:32.298386Z,+919996237419,Chief Engineer,instruction
4a3851fe-b221-4435-864f-a2d54be5ad60,Emergency: Flood warning for Rayachoti district. Evacuate low-lying areas immediately.,2026-01-29T01:45:32.280401Z,+919168322620,Inspector,disaster_alert
2d17e70c-1916-45c1-8651-fc5f1488d131,field survey పూర్తయింది. రిపోర్ట్ attached.,2026-01-22T04:54:32.301749Z,+919734750523,Department Secretary,status_update
8167a519-ca24-481b-b261-e9796024ba94,rural development progress report: under review. Expected completion: 02-02-2026.,2026-01-22T18:32:32.304756Z,+919873174743,Deputy Director,status_update
e7cbc4cb-df62-4e60-b4b9-f8383f41260e,Ensure beneficiary identification is completed before 04-02-2026. No extensions.,2026-01-28T05:45:32.299726Z,+919706077792,Superintendent,instruction
91b1f7cb-f623-4cc0-9ef3-dea98ba803ab,Video conference scheduled for 27-02-2026 at 1:00 PM. Join link will be shared.,2026-01-24T13:45:32.290152Z,+919580999226,Project Director,meeting
65f17567-5762-4837-80e4-ab6f4d637b02,Video conference scheduled for 22-02-2026 at 3:00 PM. Join link will be shared.,2026-01-28T12:34:32.288353Z,+919741929875,Inspector,meeting
2aaab99c-97bf-40a6-a2e6-13db533b218f,Flash flood warning for Tirupati mandal. Alert all villages immediately.,2026-01-28T16:12:32.280937Z,+919423555814,Department Secretary,disaster_alert
ac2304d9-f41b-4346-ac23-d6e4ac39b90a,20-02-2026న 3:45 PMకి మీటింగ్. దయచేసి హాజరు అవ్వండి.,2026-01-24T07:00:32.293416Z,+919791003652,Joint Collector,meeting
cbda89ef-9221-4153-961b-ad6ff47e5eb7,Meeting on 21-02-2026 at 11:00 AM regarding road construction. Attendance mandatory.,2026-01-25T18:18:32.292262Z,+919776110024,District Collector,meeting
fac5504f-924e-4594-af0d-2ea3f91f4cb8,Please note: rural development. No action required.,2026-01-28T19:53:32.306748Z,+919627231748,Tahsildar,fyi
ab5eb748-9e7f-4ac1-8ed0-5e03a782f6ac,Ensure scheme implementation is completed before 10-02-2026. No extensions.,2026-01-27T12:05:32.293911Z,+919269879907,Tahsildar,instruction
8641199c-ad8e-4e12-b175-fcd1bbd44e67,Meeting on 13-02-2026 at 5:30 PM regarding agricultural support. Attendance mandatory.,2026-01-23T11:21:32.287779Z,+919164663762,Project Director,meeting
634e5d79-b9ae-46cd-af2c-679586af2399,Update on field survey: completed. Some delays.,2026-01-22T14:24:32.303136Z,+919879337149,Superintendent,status_update
bf40c2a9-51a0-4149-95b0-2d32fe8ed9b0,Kindly prepare attendance records and send to Energy Department by 05-02-2026.,2026-01-25T06:38:32.298289Z,+919513148863,Revenue Officer,instruction
e486e85b-8338-4f68-b9d7-f3ff3f99f3c0,Reminder: Department meeting tomorrow at 11:15 AM. Agenda: revenue collection.,2026-01-27T23:01:32.290834Z,+919853042140,Revenue Officer,meeting
d29fd49e-1e71-4a6a-8ddc-65657de4842a,Please note: health programs. No action required.,2026-01-23T20:43:32.305729Z,+919556520473,Joint Collector,fyi
f362a41c-aa1b-4c83-950a-70a643a928d5,Alert: Heavy Heat wave expected in Badvel. Please take necessary precautions.,2026-01-24T09:05:32.279619Z,+919656478031,Department Secretary,disaster_alert
b7286303-4e69-49f8-9a97-4ea1530c6f5b,report preparation పూర్తయింది. రిపోర్ట్ attached.,2026-01-21T21:51:32.305514Z,+919383871788,Project Director,status_update
2478a0c6-a43a-4a07-9d29-fd5877a9a102,Notification: budget allocation. For reference only.,2026-01-26T01:29:32.306618Z,+919795499700,Project Director,fyi
df659317-53cb-456f-a794-9c9695778e57,Request to reschedule meeting from 31-01-2026 to alternate date.,2026-01-27T05:12:32.284878Z,+919808208676,Assistant Commissioner,meeting
4a3aa6d0-c87e-4c59-9d44-b63e9ed4d815,verification complete చేసి 08-02-2026 లోపు submit చేయండి.,2026-01-28T04:54:32.298609Z,+919648526882,Superintendent,instruction
d725c9d6-c261-40fc-b2ed-9d91bc563150,Work on rural development is completed. No major issues reported.,2026-01-23T20:58:32.304186Z,+919595008872,Tahsildar,status_update
e8b3edcb-e049-431c-9b69-d9e76c160420,FYI - revenue collection guidelines updated. Check portal for details.,2026-01-28T08:18:32.306458Z,+919222120009,Tahsildar,fyi
30588a28-09f7-4073-93ef-58b5c6a97e40,Meeting scheduled for 16-02-2026 at 5:30 PM to discuss road construction.,2026-01-28T21:44:32.285340Z,+919105989201,Deputy Director,meeting
06c699d1-257f-414c-80f4-2a303f33202b,Work on project implementation is pending approval. No major issues reported.,2026-01-23T23:04:32.302636Z,+919746179824,Assistant Commissioner,status_update
f2024990-2c63-476c-8bd8-01efdff1c4db,Video conference scheduled for 20-02-2026 at 5:00 PM. Join link will be shared.,2026-01-25T21:29:32.288829Z,+919675120783,Mandal Officer,meeting
15d8c761-b2eb-4447-95d4-f990a4111df1,fund allocation complete చేసి 07-02-2026 లోపు submit చేయండి.,2026-01-24T06:29:32.294165Z,+919104876936,Inspector,instruction
e141b0c1-e51b-4f03-8095-b9c166931a0b,Ensure field survey is completed before 07-02-2026. No extensions.,2026-01-25T14:24:32.294040Z,+919177757270,Tahsildar,instruction
8a3eb84f-e258-429d-a697-3889701759d5,project implementation progress report: completed. Expected completion: 05-02-2026.,2026-01-23T07:48:32.304873Z,+919168355334,Mandal Officer,status_update
0add23b2-60d5-411b-8215-f7ed3405d3c9,Alert: Heavy Heavy rainfall expected in Kovvur. Please take necessary precautions.,2026-01-26T08:49:32.282527Z,+919023100356,Assistant Commissioner,disaster_alert
b4f6f407-de45-4d52-9abc-beffc5b708a3,Storm హెచ్చరిక Punganurలో. తక్షణ చర్య అవసరం.,2026-01-26T21:51:32.280319Z,+919095129621,Project Director,disaster_alert
92b85382-109c-4e6e-bd62-fe0fb0774dec,URGENT: Drought alert in Proddatur. Immediate action required.,2026-01-26T13:42:32.282168Z,+919029792210,Inspector,disaster_alert
ea6449e8-d422-4020-b5ff-29f37789f401,FYI: New circular regarding budget allocation has been uploaded to portal.,2026-01-29T01:08:32.307236Z,+919679997176,Assistant Commissioner,fyi
85835cce-5f49-467d-a293-e4462d572364,Urgent Fire in Tirupati. Immediate evacuation చేయండి.,2026-01-29T11:45:32.278574Z,+919331003284,Inspector,disaster_alert
12d266db-ef76-45ff-9139-facb0d2612d3,Reminder: Department meeting tomorrow at 4:15 PM. Agenda: welfare schemes.,2026-01-24T09:32:32.289731Z,+919995662159,Chief Engineer,meeting
1da75970-5de0-48ea-b6d6-ef6697c17daf,Meeting scheduled for 13-02-2026 at 10:30 AM to discuss disaster preparedness.,2026-01-29T09:34:32.286645Z,+919941347579,Chief Engineer,meeting
6ac2a60c-d8a3-4845-a088-8362072ae0b9,Delay in inspection due to staff shortage. New deadline: 16-02-2026.,2026-01-26T17:16:32.302380Z,+919830007594,Chief Engineer,status_update
806eb3fd-3660-4969-ac16-ea7ba277d0fe,Status update: field survey is pending approval. 21% completed.,2026-01-26T15:37:32.301668Z,+919983778194,Inspector,status_update
8b00d595-8a1d-4d0c-aec9-9b316328bf8d,Action required: documentation. Deadline: 07-02-2026.,2026-01-21T20:50:32.301176Z,+919014091433,Inspector,instruction
3d48d1f1-b144-4e07-9dfc-ddf393cf4331,Notification: health programs. For reference only.,2026-01-28T11:23:32.306872Z,+919246030041,Mandal Officer,fyi
516c46bd-4096-4060-86bb-6757525b042d,Meeting on 08-02-2026 at 3:30 PM regarding health programs. Attendance mandatory.,2026-01-25T05:46:32.289564Z,+919597615766,Chief Engineer,meeting
3bdde558-c47f-4196-a5fa-7de54464da0b,Please attend the District meeting on 28-02-2026 at 3:45 PM in Collectorate.,2026-01-27T03:36:32.286721Z,+919070705704,Chief Engineer,meeting
375ba904-cd10-4d08-8b7a-6af922c49a64,Meeting on 12-02-2026 at 5:30 PM regarding welfare schemes. Attendance mandatory.,2026-01-27T12:53:32.285496Z,+919005566769,Superintendent,meeting
be9a905b-8b8f-4215-8b98-dafae5dba224,Alert: Heavy Fire expected in Bhimavaram. Please take necessary precautions.,2026-01-28T20:20:32.279066Z,+919774723735,Mandal Officer,disaster_alert
eaa39556-1a76-4330-81ea-db9c7c2cfa66,fund allocation completed successfully. 749 beneficiaries covered.,2026-01-27T11:07:32.302679Z,+919647827135,District Collector,status_update
55b1fd04-3794-420a-9ecb-2d2408258516,Please note: budget allocation. No action required.,2026-01-24T14:16:32.308193Z,+919715606206,Superintendent,fyi
2eccb55c-5d4f-4388-ac13-10f2bbcc7e5a,Flash flood warning for Ponnur mandal. Alert all villages immediately.,2026-01-24T02:46:32.283234Z,+919233409997,Mandal Officer,disaster_alert
5997163a-d0fb-4f82-a549-57ff91608eee,Please review and approve expenditure statement at the earliest.,2026-01-22T22:23:32.301011Z,+919588308544,Project Director,instruction
04fa5c40-c403-49fa-b652-ac6c30c4c938,Meeting on 22-02-2026 at 11:45 AM regarding education initiatives. Attendance mandatory.,2026-01-28T08:43:32.283969Z,+919709394154,Project Director,meeting
4a74efcc-d692-4fbf-8492-1b39b4fdd0bb,fund allocation complete చేసి 09-02-2026 లోపు submit చేయండి.,2026-01-26T06:24:32.299273Z,+919578912646,Assistant Commissioner,instruction
f2a9bba2-42c5-43ad-907d-8c1a949dbcde,budget allocation progress report: pending approval. Expected completion: 14-02-2026.,2026-01-26T20:19:32.305067Z,+919777898645,Mandal Officer,status_update
919eacff-185f-4e00-a06f-5a4c1355b8b3,10-02-2026న 5:45 PMకి మీటింగ్. దయచేసి హాజరు అవ్వండి.,2026-01-24T13:46:32.285189Z,+919498321088,Inspector,meeting
8981bd37-9fdc-4f94-a9b4-17f26b90ac36,Meeting scheduled for 16-02-2026 at 11:45 AM to discuss health programs.,2026-01-22T02:55:32.289893Z,+919914082631,District Collector,meeting
51e5de89-b090-4c8c-9639-b418d33048e4,Please note: agricultural support. No action required.,2026-01-22T17:05:32.307436Z,+919365231645,Tahsildar,fyi
9389a768-29d0-4f34-8ff1-08a51d20a4b2,Alert: Heavy Landslide expected in Dharmavaram. Please take necessary precautions.,2026-01-24T12:48:32.280009Z,+919657427409,Project Director,disaster_alert
70668042-439f-418a-8993-e73316ced133,URGENT: Heat wave alert in Mangalagiri. Immediate action required.,2026-01-23T20:52:32.282948Z,+919450940617,Project Director,disaster_alert
58977138-8293-45e9-9666-7a59fc3cf024,Implement new scheme in Kadiri mandal. Report progress weekly.,2026-01-24T13:19:32.299399Z,+919671177926,Chief Engineer,instruction
d47eb461-0329-4338-9040-eca37a7453b7,08-02-2026న 4:15 PMకి మీటింగ్. దయచేసి హాజరు అవ్వండి.,2026-01-22T00:32:32.289479Z,+919882282175,Project Director,meeting
36055c07-5393-41bb-95b0-1bdbce35bf5a,Update on verification: partially completed. No issues.,2026-01-25T00:14:32.301994Z,+919137184416,Mandal Officer,status_update
6aaaf926-d687-49f5-bf1f-7caabb6a7bf2,welfare schemes progress report: on track. Expected completion: 25-02-2026.,2026-01-24T05:03:32.305475Z,+919227032989,Tahsildar,status_update
33106dc6-7c31-4c80-bead-356553595a43,fund allocation complete చేసి 11-02-2026 లోపు submit చేయండి.,2026-01-29T03:27:32.300369Z,+919564668200,Revenue Officer,instruction
7580df92-5a0c-46e9-9c29-7bc63b84affe,Critical: Cyclone situation in Guntakal. Evacuation needed urgently.,2026-01-25T14:11:32.278818Z,+919016969412,Joint Collector,disaster_alert
06757256-030c-4721-a6a4-deb160c030de,Attached: project status report for your information.,2026-01-23T10:31:32.305560Z,+919678483388,Project Director,fyi
df53d4d8-ac58-4b33-a0d4-891b8619a3ae,verification complete చేసి 06-02-2026 లోపు submit చేయండి.,2026-01-29T05:55:32.299888Z,+919642826525,Mandal Officer,instruction
adb41d00-8894-4bb0-ae95-42c58cad9119,Critical: Heavy rainfall situation in Addanki. Relief measures needed urgently.,2026-01-21T16:01:32.281408Z,+919974478130,Revenue Officer,disaster_alert
70ab8d08-50da-417e-8202-71f20fa97684,FYI - welfare schemes guidelines updated. Check portal for details.,2026-01-23T18:30:32.307198Z,+919515600419,Deputy Director,fyi
61724fc9-a10b-466c-ba1b-22418c3e18dc,Work on welfare schemes is delayed. No major issues reported.,2026-01-27T00:07:32.304689Z,+919396989165,Deputy Director,status_update
db997e22-d2a9-41ef-a0c5-58c0f738914a,Meeting on 15-02-2026 at 10:15 AM regarding budget allocation. Attendance mandatory.,2026-01-27T06:07:32.287371Z,+919935692882,Inspector,meeting
d59b8324-3194-4348-8bf4-609dccd1662e,Video conference scheduled for 07-02-2026 at 1:00 PM. Join link will be shared.,2026-01-25T23:35:32.293176Z,+919028191083,Project Director,meeting
3d59c776-f23c-4c61-b7bc-2f3208d09be0,Video conference scheduled for 27-02-2026 at 3:15 PM. Join link will be shared.,2026-01-29T06:49:32.287125Z,+919860360542,Chief Engineer,meeting
2b5867ac-4bfd-4c1f-8a33-4ae5026b170e,FYI: New circular regarding health programs has been uploaded to portal.,2026-01-29T07:51:32.305769Z,+919280464674,Chief Engineer,fyi
29e2d1d0-0867-4a29-8113-69ca37048ac7,Delay in field survey due to weather conditions. New deadline: 18-02-2026.,2026-01-26T03:44:32.303176Z,+919557854941,Inspector,status_update
659d2405-e487-42bf-a084-d92a9de94b51,Request to reschedule meeting from 02-02-2026 to alternate date.,2026-01-26T06:24:32.285413Z,+919493022858,Chief Engineer,meeting
909c12bd-fc6f-4e4e-8e62-58c65f3d3d23,Please submit budget proposal by 13-02-2026. This is urgent.,2026-01-27T07:05:32.297861Z,+919689462642,Mandal Officer,instruction
8617fb95-2971-4464-8786-a66f3de8b79d,Reminder: District meeting tomorrow at 2:15 PM. Agenda: education initiatives.,2026-01-22T01:58:32.288674Z,+919765047892,Department Secretary,meeting
fcd69dfd-f0b1-4bd3-b9b6-2477c3117471,Video conference scheduled for 27-02-2026 at 10:15 AM. Join link will be shared.,2026-01-21T16:41:32.286877Z,+919957629528,Mandal Officer,meeting
21306cd4-5620-44ae-8b9e-28d79f8d6b14,Notification: urban planning. For reference only.,2026-01-28T11:00:32.308230Z,+919216526359,Chief Engineer,fyi
07541228-0125-4442-8a32-a57d862a3b04,Meeting scheduled for 08-02-2026 at 10:15 AM to discuss disaster preparedness.,2026-01-27T02:00:32.283649Z,+919029348412,Revenue Officer,meeting
ba60581a-df04-4cb6-b4ed-4cb6c7aa6904,Critical: Flood situation in Salur. Emergency response needed urgently.,2026-01-27T06:04:32.281013Z,+919502288614,Department Secretary,disaster_alert
77a769a0-0b5c-4dc2-87e4-057cc1092163,Notification: health programs. For reference only.,2026-01-25T03:03:32.308516Z,+919882798717,Tahsildar,fyi
24922173-cb5e-4853-9f02-6c1294c7049d,తుఫాన్ హెచ్చరిక Sattenapalleలో. తక్షణ చర్య అవసరం.,2026-01-23T18:06:32.281243Z,+919858022552,Mandal Officer,disaster_alert
e36c0333-fb8c-49dd-a6ad-75fdaeb67042,Review meeting postponed to 28-02-2026 at 10:30 AM. Venue: Mandal Office.,2026-01-23T02:07:32.290069Z,+919538418291,Project Director,meeting
e80f2112-386d-4791-8d7b-1247b29eeb30,Request to reschedule meeting from 28-02-2026 to alternate date.,2026-01-26T20:45:32.293747Z,+919296153677,Joint Collector,meeting
ca13f6da-6c58-47d9-8b5c-75df97d9091a,Update on data collection: on track. Some delays.,2026-01-22T11:57:32.303985Z,+919934670764,District Collector,status_update
79f1047b-d2c9-45c5-a58e-cb5a170d1c9f,FYI: New circular regarding agricultural support has been uploaded to portal.,2026-01-25T17:41:32.307086Z,+919473542305,Department Secretary,fyi
